Simulacion #3
Comienza simulacion.
Tiempo	Info
0,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 0 

1,47	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

2,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 1 

2,47	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 1 

3,07	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

4,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 2 

4,07	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,08	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,20	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

6,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 3 

6,20	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 3 

7,01	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

7,72	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

8,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 4 

8,01	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 4 

9,37	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

9,73	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

10,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,37	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 5 

11,49	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

12,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,33	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,49	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 6 

13,95	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

14,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 7 

14,95	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 7 

15,19	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

15,27	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

16,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 8 

16,19	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 8 

17,04	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

17,91	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

18,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,04	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 9 

19,11	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

20,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,11	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,21	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 10 

21,64	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

22,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 11 

22,56	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 11 

22,64	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 11 

23,12	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

24,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 12 

24,12	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,08	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,15	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

26,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 13 

26,15	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 13 

