Simulacion #8
Comienza simulacion.
Tiempo	Info
0,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 0 

1,52	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

2,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 1 

2,52	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 1 

3,17	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

4,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 2 

4,17	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,10	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

5,42	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

6,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 3 

6,10	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 3 

7,55	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

7,64	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

8,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 4 

8,55	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 4 

9,03	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

10,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,03	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,18	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 5 

11,41	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

12,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,41	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,58	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 6 

13,10	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

14,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 7 

14,10	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 7 

14,85	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 7 

15,97	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

16,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 8 

16,97	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 8 

17,27	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 8 

17,39	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

18,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,39	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 9 

19,26	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

19,98	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

20,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,26	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 10 

21,67	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

22,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 11 

22,36	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 11 

22,67	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 11 

23,22	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

24,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 12 

24,22	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 12 

24,77	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,41	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

26,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 13 

26,41	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 13 

