Simulacion #14
Comienza simulacion.
Tiempo	Info
0,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 0 

1,41	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

2,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 1 

2,41	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 1 

3,01	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

4,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 2 

4,01	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,02	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,18	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

6,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 3 

6,18	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 3 

7,12	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

7,42	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

8,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 4 

8,12	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 4 

9,84	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

10,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,23	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,84	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 5 

11,15	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

12,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,15	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 6 

13,10	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

13,22	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

14,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 7 

14,10	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 7 

15,03	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

16,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 8 

16,03	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 8 

16,08	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 8 

17,35	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

18,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,35	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,46	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 9 

19,88	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

20,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,88	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 10 

21,01	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

21,41	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

22,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 11 

22,01	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 11 

23,14	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

23,57	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

24,01	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 12 

24,14	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,67	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 12 

26,01	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 12 13 

26,16	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 13 

27,16	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 13 

