Simulacion #17
Comienza simulacion.
Tiempo	Info
0,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 0 

1,27	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

2,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 1 

2,27	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 1 

3,45	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

4,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 2 

4,45	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,03	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 2 

6,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 2 3 

6,24	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 3 

7,24	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 3 

7,69	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

7,96	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

8,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 4 

8,69	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 4 

9,23	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

10,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,23	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,88	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 5 

11,82	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

12,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,82	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 6 

13,26	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 6 

14,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 6 7 

14,19	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 7 

15,19	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 7 

15,75	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 7 

16,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 7 8 

16,93	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 8 

17,93	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 8 

18,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 8 9 

18,01	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,31	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 9 

19,01	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 9 

19,22	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

20,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,22	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,55	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 10 

21,54	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

22,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 11 

22,54	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 11 

23,05	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

23,31	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

24,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 12 

24,05	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,09	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

26,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 13 

26,09	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 13 

26,21	Se libera B.

