Simulacion #2
Comienza simulacion.
Tiempo	Info
0,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 0 

1,05	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

2,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 1 

2,05	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 1 

4,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 1 2 

4,49	Se libera B.

	Longitud de la cola de A: 2
	Cola de A: 1 2 

4,49	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,49	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,55	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

6,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 3 

6,55	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 3 

7,10	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

8,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 4 

8,03	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 4 

8,10	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 4 

9,47	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

10,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,47	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,77	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 5 

11,05	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

12,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,05	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 6 

13,10	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

13,39	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

14,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 7 

14,10	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 7 

15,14	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

16,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 8 

16,10	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 8 

16,14	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 8 

17,12	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

18,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,12	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,22	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 9 

19,18	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

20,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,18	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,35	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 10 

21,22	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

22,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 11 

22,22	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 11 

22,81	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 11 

24,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 11 12 

24,19	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,19	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,24	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,73	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

26,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 13 

26,73	Llega Frame a B.

	Longitud de la cola de A: 1
