Simulacion #88
Comienza simulacion.
Tiempo	Info
0,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 0 

1,08	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

2,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 1 

2,08	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 1 

4,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 1 2 

4,16	Se libera B.

	Longitud de la cola de A: 2
	Cola de A: 1 2 

4,18	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,18	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,63	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

5,99	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 3 

6,63	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 3 

7,54	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 3 

7,98	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

7,99	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 4 

8,98	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 4 

9,43	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

9,99	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,30	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,43	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 5 

11,79	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

11,99	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,79	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 6 

13,25	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 6 

13,33	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

13,99	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 7 

14,33	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 7 

15,09	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

15,25	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

15,99	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 8 

16,09	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 8 

17,81	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 8 

17,90	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

17,99	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,90	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 9 

19,99	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 9 10 

20,51	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,57	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 10 

21,51	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 10 

21,99	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 10 11 

22,17	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 11 

22,89	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 11 

23,17	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 11 

23,78	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

23,99	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 12 

24,78	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,16	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,20	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

25,99	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 13 

26,20	Llega Frame a B.

