Simulacion #69
Comienza simulacion.
Tiempo	Info
0,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 0 

1,24	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

2,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 1 

2,24	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 1 

3,80	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

4,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 2 

4,43	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 2 

4,80	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 2 

6,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 2 3 

6,93	Se libera B.

	Longitud de la cola de A: 2
	Cola de A: 2 3 

7,15	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 3 

8,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 3 4 

8,15	Llega Frame a B.

	Longitud de la cola de A: 2
	Cola de A: 3 4 

8,26	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 4 

9,26	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 4 

9,58	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

10,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,58	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,65	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 5 

11,58	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

12,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,58	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 6 

13,03	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

13,12	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

14,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 7 

14,03	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 7 

15,15	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

15,38	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

16,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 8 

16,15	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 8 

17,44	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

18,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,02	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,44	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 9 

19,03	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

20,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,03	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,96	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 10 

21,56	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

22,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 11 

22,56	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 11 

23,48	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

23,79	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

24,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 12 

24,48	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,35	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

25,99	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 13 

26,19	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 13 

26,35	Llega Frame a B.

	Longitud de la cola de A: 1
