Simulacion #70
Comienza simulacion.
Tiempo	Info
0,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 0 

1,56	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

2,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 1 

2,56	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 1 

3,21	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

4,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 2 

4,21	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 2 

4,73	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,09	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

6,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 3 

6,09	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 3 

7,29	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

7,31	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

8,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 4 

8,29	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 4 

9,50	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

9,76	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

10,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,50	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 5 

11,02	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

12,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,02	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,08	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 6 

13,09	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

14,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 7 

14,09	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 7 

15,04	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 7 

15,46	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

16,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 8 

16,46	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 8 

17,00	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

17,97	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

18,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,00	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 9 

19,12	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

20,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,12	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,62	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 10 

21,11	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

22,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 11 

22,11	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 11 

23,37	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 11 

24,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 11 12 

24,85	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,85	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,97	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 12 

26,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 12 13 

26,70	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 13 

27,70	Llega Frame a B.

	Longitud de la cola de A: 1
