Simulacion #78
Comienza simulacion.
Tiempo	Info
0,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 0 

1,81	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

2,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 1 

2,81	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 1 

3,31	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

4,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 2 

4,31	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,71	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 2 

6,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 2 3 

6,28	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 3 

7,28	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 3 

8,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 3 4 

8,19	Se libera B.

	Longitud de la cola de A: 2
	Cola de A: 3 4 

8,52	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 4 

9,52	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 4 

9,82	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

10,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,82	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 5 

11,06	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 5 

11,18	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

12,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,18	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 6 

13,22	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

13,42	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

14,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 7 

14,22	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 7 

15,39	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

15,46	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

16,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 8 

16,39	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 8 

17,03	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

18,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,03	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,09	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 9 

19,14	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

20,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,14	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 10 

21,07	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 10 

21,73	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

22,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 11 

22,73	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 11 

23,07	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

23,87	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

24,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 12 

24,07	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,15	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

25,91	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

26,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 13 

26,15	Llega Frame a B.

	Longitud de la cola de A: 1
