Simulacion #20
Comienza simulacion.
Tiempo	Info
0,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 0 

1,80	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

2,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 1 

2,80	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 1 

3,49	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

4,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 2 

4,49	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,10	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

5,25	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

6,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 3 

6,10	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 3 

7,27	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 3 

7,52	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

8,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 4 

8,52	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 4 

9,14	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

9,45	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

10,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,14	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 5 

11,99	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

12,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,17	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,99	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 6 

13,16	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

14,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 7 

14,16	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 7 

14,90	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 7 

16,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 7 8 

16,35	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 8 

17,35	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 8 

17,82	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 8 

18,00	Llega mensaje a A.

	Longitud de la cola de A: 2
	Cola de A: 8 9 

18,57	Se libera A.

	Longitud de la cola de A: 1
	Cola de A: 9 

19,57	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 9 

19,58	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

20,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,58	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,81	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 10 

21,32	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

22,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 11 

22,32	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 11 

23,10	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 11 

23,14	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

24,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 12 

24,14	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,09	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

25,97	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

26,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 13 

26,09	Llega Frame a B.

	Longitud de la cola de A: 1
