Simulacion #94
Comienza simulacion.
Tiempo	Info
0,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 0 

1,15	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

2,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 1 

2,15	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 1 

3,06	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

4,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 2 

4,06	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,10	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 2 

5,29	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

6,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 3 

6,29	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 3 

7,19	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

7,98	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

8,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 4 

8,19	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 4 

9,33	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

10,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,33	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 5 

10,50	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 5 

11,85	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

12,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 6 

12,85	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 6 

13,01	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

13,26	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

14,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 7 

14,01	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 7 

15,36	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

16,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 8 

16,09	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 8 

16,36	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 8 

17,28	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

18,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,28	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 9 

18,37	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 9 

19,35	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

20,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,35	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 10 

20,69	Se libera B.

	Longitud de la cola de A: 1
	Cola de A: 10 

21,53	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

22,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 11 

22,53	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 11 

23,06	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

23,29	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

24,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 12 

24,06	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 12 

25,16	Se libera A.

	Longitud de la cola de A: 0
	Cola de A: 

25,87	Se libera B.

	Longitud de la cola de A: 0
	Cola de A: 

26,00	Llega mensaje a A.

	Longitud de la cola de A: 1
	Cola de A: 13 

26,16	Llega Frame a B.

	Longitud de la cola de A: 1
	Cola de A: 13 

